ID,Study,Author,year,Title,Marker,Sensitivity,Specificity,Size,Prevalence,Case,Control,Stage,is.size150,is.prevalence05,is.ed,is.icu,is.serum,is.wb,is.plasma,is.medical,is.surgical,is.as,is.eu,is.sponsorship,is.case.control,is.ps.norisk,is.it.norisk,is.rs.norisk,is.ft.norisk,is.ps.app,is.it.app,is.rs.app
63,"Gao L, 2018","Gao L, 2018",2018,"DcR3, a new biomarker for sepsis, correlates with infection severity and procalcitonin.",LBP,0.5923,0.541,70,0.714285714,50,20,non-infected vs. sepsis/SSh,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
63,"Gao L, 2018","Gao L, 2018",2018,"DcR3, a new biomarker for sepsis, correlates with infection severity and procalcitonin.",PCT,0.7154,0.7213,70,0.714285714,50,20,non-infected vs. sepsis/SSh,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
64,"Yunus I, 2018","Yunus I, 2018",2018,"The use of procalcitonin in the determination of severity of sepsis, patient outcomes and infection characteristics",PCT,0.63,0.65,364,0.184065934,67,297,SSh vs non-SSh,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
65,"Garca de Guadiana Romualdo, 2018","[Garc?a de Guadiana Romualdo, 2018 #1703]",2018,Diagnostic accuracy of lipopolysaccharide-binding protein for sepsis in patients with suspected infection in the emergency department,PCT,0.796,0.774,102,0.480392157,49,53,sepsis vs non-sepsis,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
65,"Garca de Guadiana Romualdo, 2018","[Garc?a de Guadiana Romualdo, 2018 #1703]",2018,Diagnostic accuracy of lipopolysaccharide-binding protein for sepsis in patients with suspected infection in the emergency department,CRP,0.571,0.811,102,0.480392157,49,53,sepsis vs non-sepsis,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
65,"Garca de Guadiana Romualdo, 2018","[Garc?a de Guadiana Romualdo, 2018 #1703]",2018,Diagnostic accuracy of lipopolysaccharide-binding protein for sepsis in patients with suspected infection in the emergency department,LBP,0.674,0.66,102,0.480392157,49,53,sepsis vs non-sepsis,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
66,"J. J?ms?, 2018","J. J?ms?, T. Ala-Kokko, V. Huotari, P. Ohtonen, E. R. Savolainen and H. Syrj?l?",2018,"Neutrophil CD64, C-reactive protein, and procalcitonin in the identification of sepsis in the ICU - Post-test probabilities",PCT,0.96,0.79,39,0.641025641,25,14,Sepsis 3.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
66,"J. J?ms?, 2018","J. J?ms?, T. Ala-Kokko, V. Huotari, P. Ohtonen, E. R. Savolainen and H. Syrj?l?",2018,"Neutrophil CD64, C-reactive protein, and procalcitonin in the identification of sepsis in the ICU - Post-test probabilities",CRP,0.56,0.93,42,0.642857143,27,15,Sepsis 3.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
66,"J. J?ms?, 2018","J. J?ms?, T. Ala-Kokko, V. Huotari, P. Ohtonen, E. R. Savolainen and H. Syrj?l?",2018,"Neutrophil CD64, C-reactive protein, and procalcitonin in the identification of sepsis in the ICU - Post-test probabilities",CD64,1,0.93,42,0.642857143,27,15,Sepsis 3.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
67,"S. Spoto, 2018","S. Spoto, E. Cella, M. De Cesaris, L. Locorriere, S. Mazzaroppi, E. Nobile, A. M. Lanotte, L. Pedicino, M. Fogolari, S. Costantino, G. Dicuonzo, M. Ciccozzi and S. Angeletti",2018,Procalcitonin and MR-Proadrenomedullin Combination with SOFA and qSOFA Scores for Sepsis Diagnosis and Prognosis: A Diagnostic Algorithm,PCT,0.55,0.98,159,0.685534591,109,50,Sepsis 3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
68,"Tavladaki T, 2017 (S3)","Tavladaki T, 2017 (S3)",2017,"Similar Metabolic, Innate Immunity, and Adipokine Profiles in Adult and Pediatric Sepsis Versus Systemic Inflammatory Response Syndrome-A Pilot Study",CRP,0.75,0.72,46,0.5,23,23,non-infectious SIRS/sepsis vs. ss/sh,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
69,"Karon BS, 2017","Karon BS, 2017",2017,"Evaluation of lactate, white blood cell count, neutrophil count, procalcitonin and immature granulocyte count as biomarkers for sepsis in emergency department patients",PCT,0.727,0.817,71,0.507042254,36,35,non-infected vs. SS/SSh,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
70,"Ljungstrom1 L, 2017","Ljungstrom1 L, 2017",2017,"Diagnostic accuracy of procalcitonin, neutrophil-lymphocyte count ratio, C-reactive protein, and lactate in patients with suspected bacterial sepsis",CRP,0.564,0.494,1572,0.356234097,560,1012,non-infectious SIRS/sepsis vs. SS/SSh,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
70,"Ljungstrom1 L, 2017","Ljungstrom1 L, 2017",2017,"Diagnostic accuracy of procalcitonin, neutrophil-lymphocyte count ratio, C-reactive protein, and lactate in patients with suspected bacterial sepsis",PCT,0.321,0.895,1572,0.356234097,560,1012,non-infectious SIRS/sepsis vs. SS/SSh,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
71,"J. M. Williams, 2017","J. M. Williams, J. H. Greenslade, J. V. McKenzie, K. Chu, A. F. T. Brown and J. Lipman",2017,"Systemic Inflammatory Response Syndrome, Quick Sequential Organ Function Assessment, and Organ Dysfunction: Insights From a Prospective Database of ED Patients With Infection",SIRS,0.721,0.61,8871,0.244166385,2166,6705,Sepsis 3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
71,"J. M. Williams, 2017","J. M. Williams, J. H. Greenslade, J. V. McKenzie, K. Chu, A. F. T. Brown and J. Lipman",2017,"Systemic Inflammatory Response Syndrome, Quick Sequential Organ Function Assessment, and Organ Dysfunction: Insights From a Prospective Database of ED Patients With Infection",qSOFA,0.297,0.961,8871,0.244166385,2166,6705,Sepsis 3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
72,"H. K. Park, 2017","H. K. Park, W. Y. Kim, M. C. Kim, W. Jung and B. S. Ko",2017,Quick sequential organ failure assessment compared to systemic inflammatory response syndrome for predicting sepsis in emergency department,qSOFA,0.35,0.99,1009,0.621407334,627,382,organ failure of Sepsis 1.0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
73,"M. Kim, 2017","M. Kim, S. Ahn, W. Y. Kim, C. H. Sohn, D. W. Seo, Y. S. Lee and K. S. Lim",2017,"Predictive performance of the quick Sequential Organ Failure Assessment score as a screening tool for sepsis, mortality, and intensive care unit admission in patients with febrile neutropenia",qSOFA,0.14,0.98,615,0.162601626,100,515,Sepsis 3.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1
74,"E. J. Giamarellos-Bourboulis, 2017","E. J. Giamarellos-Bourboulis, T. Tsaganos, I. Tsangaris, M. Lada, C. Routsi, D. Sinapidis, M. Koupetori, M. Bristianou, G. Adamis, K. Mandragos, G. N. Dalekos, I. Kritselis, G. Giannikopoulos, I. Koutelidakis, M. Pavlaki, E. Antoniadou, G. Vlachogiannis, V. Koulouras, A. Prekates, G. Dimopoulos, A. Koutsoukou, I. Pnevmatikos, A. Ioakeimidou, A. Kotanidou, S. E. Orfanos, A. Armaganidis and C. Gogos",2017,Validation of the new Sepsis-3 definitions: proposal for improvement in early risk identification,qSOFA,0.608,0.872,1063,0.911571025,969,94,Sepsis 3.0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1
75,"Askim, 2017","?. Askim, F. Moser, L. T. Gustad, H. Stene, M. Gundersen, B. O. ?svold, J. Dale, L. P. Bj?rnsen, J. K. Dam?s and E. Sollig?rd",2017,Poor performance of quick-SOFA (qSOFA) score in predicting severe sepsis and mortality - a prospective study of patients admitted with infection to the emergency department,SIRS,0.74,0.72,1535,0.070358306,108,1427,severe sepsis of Sepsis 2.0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1
75,"Askim, 2017","?. Askim, F. Moser, L. T. Gustad, H. Stene, M. Gundersen, B. O. ?svold, J. Dale, L. P. Bj?rnsen, J. K. Dam?s and E. Sollig?rd",2017,Poor performance of quick-SOFA (qSOFA) score in predicting severe sepsis and mortality - a prospective study of patients admitted with infection to the emergency department,qSOFA,0.32,0.98,1535,0.070358306,108,1427,severe sepsis of Sepsis 2.0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1
76,"Ali FT, 2016 (S3)","Ali FT, 2016 (S3)",2016,Presepsin is an early monitoring biomarker for predicting clinical outcome in patients with sepsis.,CRP,0.424,0.833,51,0.647058824,33,18,non-infectious SIRS/sepsis vs. SS,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
76,"Ali FT, 2016 (S3)","Ali FT, 2016 (S3)",2016,Presepsin is an early monitoring biomarker for predicting clinical outcome in patients with sepsis.,PCT,0.606,0.889,51,0.647058824,33,18,non-infectious SIRS/sepsis vs. SS,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
76,"Ali FT, 2016 (S3)","Ali FT, 2016 (S3)",2016,Presepsin is an early monitoring biomarker for predicting clinical outcome in patients with sepsis.,presepsin,0.697,0.833,51,0.647058824,33,18,non-infectious SIRS/sepsis vs. SS,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
77,"Klouche K, 2016 (S3)","Klouche K, 2016 (S3)",2016,Diagnostic and prognostic value of soluble CD14 subtype (Presepsin) for sepsis and community-acquired pneumonia in ICU patients.,PCT,0.8,0.59,144,0.694444444,100,44,non-SS/SSh vs. SS/Sh,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
77,"Klouche K, 2016 (S3)","Klouche K, 2016 (S3)",2016,Diagnostic and prognostic value of soluble CD14 subtype (Presepsin) for sepsis and community-acquired pneumonia in ICU patients.,presepsin,0.9,0.55,144,0.694444444,100,44,non-SS/SSh vs. SS/Sh,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1
78,"Enguix-Armada A, 2016 (S3)","Enguix-Armada A, 2016 (S3)",2016,"Usefulness of several biomarkers in the management of septic patients: C-reactive protein, procalcitonin, presepsin and mid-regional pro-adrenomedullin.",CRP,0.921,0.795,388,0.634020619,246,142,non-SS/SSh vs. SS/Sh,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
78,"Enguix-Armada A, 2016 (S3)","Enguix-Armada A, 2016 (S3)",2016,"Usefulness of several biomarkers in the management of septic patients: C-reactive protein, procalcitonin, presepsin and mid-regional pro-adrenomedullin.",PCT,0.922,0.968,388,0.634020619,246,142,non-SS/SSh vs. SS/Sh,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
78,"Enguix-Armada A, 2016 (S3)","Enguix-Armada A, 2016 (S3)",2016,"Usefulness of several biomarkers in the management of septic patients: C-reactive protein, procalcitonin, presepsin and mid-regional pro-adrenomedullin.",presepsin,0.819,0.965,388,0.634020619,246,142,non-SS/SSh vs. SS/Sh,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
